image_stem,bleached_percentage,mean_raw_red_z,mean_albedo_z,mean_luminance_z,mean_saturation_z,median_raw_red_z,median_albedo_z,median_luminance_z,median_saturation_z
C10_PB_PM_T1_19nov24_CGomez_Corr,1.0,1.0818577410793624,5.688082504141238,2.631663171799493,3.792859507980818,0.9809640391629217,6.231374552264969,2.4845568946332186,4.521459882298017
C10_PB_PM_T2_19nov24_CGomez_Corr,0.0,-0.23292841409826348,-0.09844995990988166,-1.009948517420178,-1.2731122517738134,-0.6323173356536863,-0.1082251906077918,-0.8987888496230457,-1.6258991285270947
C10_PB_PP_T1_19nov24_CGomez_Corr,0.9544524188908655,3.752782978472156,3.709336920408961,2.528081887916314,3.242460377094215,2.8382969550782264,3.678052181511083,2.1449314266620787,3.411719765352941
C10_PB_PP_T2_19nov24_CGomez_Corr,0.0,-0.6800461040522942,-0.26134563566394337,-0.515293088898268,-2.208116424629043,-0.5943689088041253,0.13176217406221694,-0.2849983860265222,-1.9955251716101134
C10_PB_PP_T3_19nov24_CGomez_Corr,0.0,-0.7421604216309587,-0.5199501003839948,-1.1898261614385643,-2.1084642527376425,-0.7247023893256003,-0.0526547137492694,-0.8405358942029475,-1.825431608522167
C10_PB_PSA_T1_19nov24_HBenavides_Corr,0.0,-1.9820505246043512,-1.483396239825174,-2.690351687419724,-2.2010612364384636,-1.624220109087726,-0.8546504721619853,-2.2743412877361977,-1.7079920058605864
C10_PB_PSb_T1_19nov24_HBenavides_Corr,0.8191004125802132,-0.893878409592454,3.890389549257094,2.5947859040888295,2.0659807330369606,-0.835536797216362,4.5643266489354755,2.5574161522490417,2.3326154283562692
C10_PB_PSb_T2_19nov24_HBenavides_Corr,0.521438462293125,-0.7005034994057161,1.8234378098085477,0.8986728238238532,0.7533571897159328,-0.9336916146181319,1.2588492169529284,1.0013911255344905,0.42027341377240734
C10_PB_PSb_T3_19nov24_HBenavides_Corr,0.043153208810276934,0.32745927646735,0.30431755431773705,-0.23728004742128808,-0.39080815097147803,0.15630881941890523,0.53240153371755,-0.3503008662456829,-0.14994118973959766
C11_BC_PM_T1_29nov24_CDaza_corr,0.34250625536087687,0.7641392176127264,-0.1275189758095365,-0.5470038551021091,1.4432562890907348,2.021898127105288,-1.0087241822770248,-1.1666791809498906,0.687911188197317
C11_BC_PM_T2_29nov24_CDaza_corr,0.5006404437752703,0.9206409923101917,-0.7674327911070206,-0.8773582158275515,0.1115549486790191,1.6712239581372084,-0.8718808842990035,-1.1817317759492374,0.17279699086445768
C11_BC_PM_T3_29nov24_CDaza_corr,0.3796498624143643,-0.6582420709906038,0.4213800643878092,0.03468517764276803,1.4816959949524848,0.5498579625371981,-0.6462971697734881,-0.348238300005386,0.7562436411422125
C11_BC_PP_T1_29nov24_HBenavides_corr,0.0,1.952242128925455,-1.1299112096290271,-0.6528637638387106,-0.38377298660943554,1.9256485363292695,-0.8159163840115876,-0.5685008561497358,-0.02363295762583966
C11_BC_PP_T2_29nov24_HBenavides_corr,0.0,-0.1189772552150986,-0.6280547443953002,-0.22662411397856042,0.27909281081610343,0.6461788456643738,-0.8054775477637838,-0.3539830615076445,0.03215002066762155
C11_BC_PP_T3_29nov24_HBenavides_corr,0.648278657930181,-0.19233852369231488,0.3188056826962438,0.2904977155165532,0.8167431856620663,-0.5211369140241188,0.12604920919566803,0.8782400378864827,0.484831307032257
C11_Gr_PM_T1_30nov24_CGomez_corr,0.46775385210435255,-0.48208426361216605,0.658869196640083,0.5250600438660444,1.6639744173575166,-0.33065235598150505,0.3397492456501975,0.5903140678506802,1.800848225944736
C11_Gr_PM_T2_30nov24_CGomez_corr,0.2197909231418977,-0.28654567420981447,-0.6304866625281373,-0.683129050281823,-1.1593019107784248,-0.35030261756381015,-0.5745928847160937,-0.844053106536252,-0.8877829192878208
C11_Gr_PM_T3_30nov24_CGomez_corr,0.6798797025814709,-0.6927625101991308,0.6013774104706766,0.28204603273534734,0.20631488366992626,-0.6983740011254198,0.34267373701996207,0.2683518400008246,0.21867811852083643
C11_Gr_PP_T1_30nov24_HBenavides_corr,0.7474995887832898,1.6801481439590695,0.000816012360809346,1.0737542958608932,1.0291329124897812,1.252637064210373,0.21269687831163794,0.9320205577795598,0.9185183288514686
C11_Gr_PP_T2_30nov24_HBenavides_corr,0.1689014172155715,0.08243741308762698,0.02942500900090193,0.12067484566957032,-0.11354084187566277,0.20708003604900646,-0.3046714134251092,-0.044411331232023586,-0.3020619846123675
